id,slug,name,branch,level,position_type,province,city,parent_office_id
o3597,mayor-of-kasibu-nueva-vizcaya-o3597,"Mayor of Kasibu, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,KASIBU,o3582
o3598,representative-nueva-vizcaya-o3598,"Representative, , Nueva Vizcaya",legislative,national,elected,NUEVA VIZCAYA,,
o3599,provincial-board-member-of-nueva-vizcaya-o3599,Provincial Board Member of Nueva Vizcaya,legislative,provincial,elected,NUEVA VIZCAYA,,
o3600,vice-governor-of-nueva-vizcaya-o3600,Vice Governor of Nueva Vizcaya,executive,provincial,elected,NUEVA VIZCAYA,,
o3601,vice-mayor-of-bayombong-nueva-vizcaya-o3601,"Vice Mayor of Bayombong, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,BAYOMBONG,o3582
o3602,vice-mayor-of-dupax-del-norte-nueva-vizcaya-o3602,"Vice Mayor of Dupax Del Norte, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,DUPAX DEL NORTE,o3582
o3603,vice-mayor-of-kasibu-nueva-vizcaya-o3603,"Vice Mayor of Kasibu, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,KASIBU,o3582
o3604,vice-mayor-of-alfonso-castaneda-nueva-vizcaya-o3604,"Vice Mayor of Alfonso Castaneda, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,ALFONSO CASTANEDA,o3582
o3605,vice-mayor-of-villaverde-nueva-vizcaya-o3605,"Vice Mayor of Villaverde, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,VILLAVERDE,o3582
o3606,vice-mayor-of-aritao-nueva-vizcaya-o3606,"Vice Mayor of Aritao, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,ARITAO,o3582
o3607,vice-mayor-of-quezon-nueva-vizcaya-o3607,"Vice Mayor of Quezon, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,QUEZON,o3582
o3608,vice-mayor-of-dupax-del-sur-nueva-vizcaya-o3608,"Vice Mayor of Dupax Del Sur, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,DUPAX DEL SUR,o3582
o3609,vice-mayor-of-kayapa-nueva-vizcaya-o3609,"Vice Mayor of Kayapa, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,KAYAPA,o3582
o3610,vice-mayor-of-diadi-nueva-vizcaya-o3610,"Vice Mayor of Diadi, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,DIADI,o3582
o3611,vice-mayor-of-ambaguio-nueva-vizcaya-o3611,"Vice Mayor of Ambaguio, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,AMBAGUIO,o3582
o3612,vice-mayor-of-solano-nueva-vizcaya-o3612,"Vice Mayor of Solano, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,SOLANO,o3582
o3613,vice-mayor-of-bagabag-nueva-vizcaya-o3613,"Vice Mayor of Bagabag, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,BAGABAG,o3582
o3614,vice-mayor-of-santa-fe-nueva-vizcaya-o3614,"Vice Mayor of Santa Fe, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,SANTA FE,o3582
o3615,vice-mayor-of-bambang-nueva-vizcaya-o3615,"Vice Mayor of Bambang, Nueva Vizcaya",executive,city,elected,NUEVA VIZCAYA,BAMBANG,o3582
o3616,councilor-of-rizal-occidental-mindoro-o3616,"Councilor of Rizal, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,RIZAL,o3627
o3617,councilor-of-mamburao-occidental-mindoro-o3617,"Councilor of Mamburao, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,MAMBURAO,o3627
o3618,councilor-of-looc-occidental-mindoro-o3618,"Councilor of Looc, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,LOOC,o3627
o3619,councilor-of-san-jose-occidental-mindoro-o3619,"Councilor of San Jose, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,SAN JOSE,o3627
o3620,councilor-of-lubang-occidental-mindoro-o3620,"Councilor of Lubang, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,LUBANG,o3627
o3621,councilor-of-sablayan-occidental-mindoro-o3621,"Councilor of Sablayan, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,SABLAYAN,o3627
o3622,councilor-of-magsaysay-occidental-mindoro-o3622,"Councilor of Magsaysay, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,MAGSAYSAY,o3627
o3623,councilor-of-paluan-occidental-mindoro-o3623,"Councilor of Paluan, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,PALUAN,o3627
o3624,councilor-of-calintaan-occidental-mindoro-o3624,"Councilor of Calintaan, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,CALINTAAN,o3627
o3625,councilor-of-santa-cruz-occidental-mindoro-o3625,"Councilor of Santa Cruz, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,SANTA CRUZ,o3627
o3626,councilor-of-abra-de-ilog-occidental-mindoro-o3626,"Councilor of Abra De Ilog, Occidental Mindoro",legislative,city,elected,OCCIDENTAL MINDORO,ABRA DE ILOG,o3627
o3627,governor-of-occidental-mindoro-o3627,Governor of Occidental Mindoro,executive,provincial,elected,OCCIDENTAL MINDORO,,
o3628,mayor-of-mamburao-occidental-mindoro-o3628,"Mayor of Mamburao, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,MAMBURAO,o3627
o3629,mayor-of-magsaysay-occidental-mindoro-o3629,"Mayor of Magsaysay, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,MAGSAYSAY,o3627
o3630,mayor-of-abra-de-ilog-occidental-mindoro-o3630,"Mayor of Abra De Ilog, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,ABRA DE ILOG,o3627
o3631,mayor-of-san-jose-occidental-mindoro-o3631,"Mayor of San Jose, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,SAN JOSE,o3627
o3632,mayor-of-santa-cruz-occidental-mindoro-o3632,"Mayor of Santa Cruz, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,SANTA CRUZ,o3627
o3633,mayor-of-sablayan-occidental-mindoro-o3633,"Mayor of Sablayan, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,SABLAYAN,o3627
o3634,mayor-of-rizal-occidental-mindoro-o3634,"Mayor of Rizal, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,RIZAL,o3627
o3635,mayor-of-paluan-occidental-mindoro-o3635,"Mayor of Paluan, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,PALUAN,o3627
o3636,mayor-of-calintaan-occidental-mindoro-o3636,"Mayor of Calintaan, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,CALINTAAN,o3627
o3637,mayor-of-lubang-occidental-mindoro-o3637,"Mayor of Lubang, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,LUBANG,o3627
o3638,mayor-of-looc-occidental-mindoro-o3638,"Mayor of Looc, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,LOOC,o3627
o3639,provincial-board-member-of-occidental-mindoro-o3639,Provincial Board Member of Occidental Mindoro,legislative,provincial,elected,OCCIDENTAL MINDORO,,
o3640,vice-governor-of-occidental-mindoro-o3640,Vice Governor of Occidental Mindoro,executive,provincial,elected,OCCIDENTAL MINDORO,,
o3641,vice-mayor-of-magsaysay-occidental-mindoro-o3641,"Vice Mayor of Magsaysay, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,MAGSAYSAY,o3627
o3642,vice-mayor-of-abra-de-ilog-occidental-mindoro-o3642,"Vice Mayor of Abra De Ilog, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,ABRA DE ILOG,o3627
o3643,vice-mayor-of-santa-cruz-occidental-mindoro-o3643,"Vice Mayor of Santa Cruz, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,SANTA CRUZ,o3627
o3644,vice-mayor-of-calintaan-occidental-mindoro-o3644,"Vice Mayor of Calintaan, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,CALINTAAN,o3627
o3645,vice-mayor-of-san-jose-occidental-mindoro-o3645,"Vice Mayor of San Jose, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,SAN JOSE,o3627
o3646,vice-mayor-of-sablayan-occidental-mindoro-o3646,"Vice Mayor of Sablayan, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,SABLAYAN,o3627
o3647,vice-mayor-of-looc-occidental-mindoro-o3647,"Vice Mayor of Looc, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,LOOC,o3627
o3648,vice-mayor-of-lubang-occidental-mindoro-o3648,"Vice Mayor of Lubang, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,LUBANG,o3627
o3649,vice-mayor-of-mamburao-occidental-mindoro-o3649,"Vice Mayor of Mamburao, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,MAMBURAO,o3627
o3650,vice-mayor-of-rizal-occidental-mindoro-o3650,"Vice Mayor of Rizal, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,RIZAL,o3627
o3651,vice-mayor-of-paluan-occidental-mindoro-o3651,"Vice Mayor of Paluan, Occidental Mindoro",executive,city,elected,OCCIDENTAL MINDORO,PALUAN,o3627
o3652,councilor-of-calapan-oriental-mindoro-o3652,"Councilor of Calapan, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,CALAPAN,o3667
o3653,councilor-of-san-teodoro-oriental-mindoro-o3653,"Councilor of San Teodoro, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,SAN TEODORO,o3667
o3654,councilor-of-pinamalayan-oriental-mindoro-o3654,"Councilor of Pinamalayan, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,PINAMALAYAN,o3667
o3655,councilor-of-bulalacao-oriental-mindoro-o3655,"Councilor of Bulalacao, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,BULALACAO,o3667
o3656,councilor-of-roxas-oriental-mindoro-o3656,"Councilor of Roxas, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,ROXAS,o3667
o3657,councilor-of-baco-oriental-mindoro-o3657,"Councilor of Baco, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,BACO,o3667
o3658,councilor-of-victoria-oriental-mindoro-o3658,"Councilor of Victoria, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,VICTORIA,o3667
o3659,councilor-of-bansud-oriental-mindoro-o3659,"Councilor of Bansud, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,BANSUD,o3667
o3660,councilor-of-socorro-oriental-mindoro-o3660,"Councilor of Socorro, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,SOCORRO,o3667
o3661,councilor-of-puerto-galera-oriental-mindoro-o3661,"Councilor of Puerto Galera, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,PUERTO GALERA,o3667
o3662,councilor-of-pola-oriental-mindoro-o3662,"Councilor of Pola, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,POLA,o3667
o3663,councilor-of-naujan-oriental-mindoro-o3663,"Councilor of Naujan, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,NAUJAN,o3667
o3664,councilor-of-gloria-oriental-mindoro-o3664,"Councilor of Gloria, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,GLORIA,o3667
o3665,councilor-of-mansalay-oriental-mindoro-o3665,"Councilor of Mansalay, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,MANSALAY,o3667
o3666,councilor-of-bongabong-oriental-mindoro-o3666,"Councilor of Bongabong, Oriental Mindoro",legislative,city,elected,ORIENTAL MINDORO,BONGABONG,o3667
o3667,governor-of-oriental-mindoro-o3667,Governor of Oriental Mindoro,executive,provincial,elected,ORIENTAL MINDORO,,
o3668,mayor-of-gloria-oriental-mindoro-o3668,"Mayor of Gloria, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,GLORIA,o3667
o3669,mayor-of-pola-oriental-mindoro-o3669,"Mayor of Pola, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,POLA,o3667
o3670,mayor-of-puerto-galera-oriental-mindoro-o3670,"Mayor of Puerto Galera, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,PUERTO GALERA,o3667
o3671,mayor-of-san-teodoro-oriental-mindoro-o3671,"Mayor of San Teodoro, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,SAN TEODORO,o3667
o3672,mayor-of-socorro-oriental-mindoro-o3672,"Mayor of Socorro, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,SOCORRO,o3667
o3673,mayor-of-roxas-oriental-mindoro-o3673,"Mayor of Roxas, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,ROXAS,o3667
o3674,mayor-of-bongabong-oriental-mindoro-o3674,"Mayor of Bongabong, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BONGABONG,o3667
o3675,mayor-of-pinamalayan-oriental-mindoro-o3675,"Mayor of Pinamalayan, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,PINAMALAYAN,o3667
o3676,mayor-of-mansalay-oriental-mindoro-o3676,"Mayor of Mansalay, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,MANSALAY,o3667
o3677,mayor-of-naujan-oriental-mindoro-o3677,"Mayor of Naujan, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,NAUJAN,o3667
o3678,mayor-of-victoria-oriental-mindoro-o3678,"Mayor of Victoria, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,VICTORIA,o3667
o3679,mayor-of-calapan-oriental-mindoro-o3679,"Mayor of Calapan, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,CALAPAN,o3667
o3680,mayor-of-bulalacao-oriental-mindoro-o3680,"Mayor of Bulalacao, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BULALACAO,o3667
o3681,mayor-of-bansud-oriental-mindoro-o3681,"Mayor of Bansud, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BANSUD,o3667
o3682,mayor-of-baco-oriental-mindoro-o3682,"Mayor of Baco, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BACO,o3667
o3683,representative-oriental-mindoro-o3683,"Representative, , Oriental Mindoro",legislative,national,elected,ORIENTAL MINDORO,,
o3684,provincial-board-member-of-oriental-mindoro-o3684,Provincial Board Member of Oriental Mindoro,legislative,provincial,elected,ORIENTAL MINDORO,,
o3685,vice-governor-of-oriental-mindoro-o3685,Vice Governor of Oriental Mindoro,executive,provincial,elected,ORIENTAL MINDORO,,
o3686,vice-mayor-of-puerto-galera-oriental-mindoro-o3686,"Vice Mayor of Puerto Galera, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,PUERTO GALERA,o3667
o3687,vice-mayor-of-bansud-oriental-mindoro-o3687,"Vice Mayor of Bansud, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BANSUD,o3667
o3688,vice-mayor-of-roxas-oriental-mindoro-o3688,"Vice Mayor of Roxas, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,ROXAS,o3667
o3689,vice-mayor-of-baco-oriental-mindoro-o3689,"Vice Mayor of Baco, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BACO,o3667
o3690,vice-mayor-of-san-teodoro-oriental-mindoro-o3690,"Vice Mayor of San Teodoro, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,SAN TEODORO,o3667
o3691,vice-mayor-of-gloria-oriental-mindoro-o3691,"Vice Mayor of Gloria, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,GLORIA,o3667
o3692,vice-mayor-of-socorro-oriental-mindoro-o3692,"Vice Mayor of Socorro, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,SOCORRO,o3667
o3693,vice-mayor-of-naujan-oriental-mindoro-o3693,"Vice Mayor of Naujan, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,NAUJAN,o3667
o3694,vice-mayor-of-pola-oriental-mindoro-o3694,"Vice Mayor of Pola, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,POLA,o3667
o3695,vice-mayor-of-pinamalayan-oriental-mindoro-o3695,"Vice Mayor of Pinamalayan, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,PINAMALAYAN,o3667
o3696,vice-mayor-of-mansalay-oriental-mindoro-o3696,"Vice Mayor of Mansalay, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,MANSALAY,o3667
o3697,vice-mayor-of-victoria-oriental-mindoro-o3697,"Vice Mayor of Victoria, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,VICTORIA,o3667
o3698,vice-mayor-of-calapan-oriental-mindoro-o3698,"Vice Mayor of Calapan, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,CALAPAN,o3667
o3699,vice-mayor-of-bulalacao-oriental-mindoro-o3699,"Vice Mayor of Bulalacao, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BULALACAO,o3667
o3700,vice-mayor-of-bongabong-oriental-mindoro-o3700,"Vice Mayor of Bongabong, Oriental Mindoro",executive,city,elected,ORIENTAL MINDORO,BONGABONG,o3667
o3701,councilor-of-sofronio-espanola-palawan-o3701,"Councilor of Sofronio Espanola, Palawan",legislative,city,elected,PALAWAN,SOFRONIO ESPANOLA,o3725
o3702,councilor-of-quezon-palawan-o3702,"Councilor of Quezon, Palawan",legislative,city,elected,PALAWAN,QUEZON,o3725
o3703,councilor-of-brookes-point-palawan-o3703,"Councilor of Brookes Point, Palawan",legislative,city,elected,PALAWAN,BROOKES POINT,o3725
o3704,councilor-of-puerto-princesa-palawan-o3704,"Councilor of Puerto Princesa, Palawan",legislative,city,elected,PALAWAN,PUERTO PRINCESA,o3725
o3705,councilor-of-san-vicente-palawan-o3705,"Councilor of San Vicente, Palawan",legislative,city,elected,PALAWAN,SAN VICENTE,o3725
o3706,councilor-of-linapacan-palawan-o3706,"Councilor of Linapacan, Palawan",legislative,city,elected,PALAWAN,LINAPACAN,o3725
o3707,councilor-of-cuyo-palawan-o3707,"Councilor of Cuyo, Palawan",legislative,city,elected,PALAWAN,CUYO,o3725
o3708,councilor-of-culion-palawan-o3708,"Councilor of Culion, Palawan",legislative,city,elected,PALAWAN,CULION,o3725
o3709,councilor-of-balabac-palawan-o3709,"Councilor of Balabac, Palawan",legislative,city,elected,PALAWAN,BALABAC,o3725
o3710,councilor-of-narra-palawan-o3710,"Councilor of Narra, Palawan",legislative,city,elected,PALAWAN,NARRA,o3725
o3711,councilor-of-rizal-palawan-o3711,"Councilor of Rizal, Palawan",legislative,city,elected,PALAWAN,RIZAL,o3725
o3712,councilor-of-araceli-palawan-o3712,"Councilor of Araceli, Palawan",legislative,city,elected,PALAWAN,ARACELI,o3725
o3713,councilor-of-bataraza-palawan-o3713,"Councilor of Bataraza, Palawan",legislative,city,elected,PALAWAN,BATARAZA,o3725
o3714,councilor-of-busuanga-palawan-o3714,"Councilor of Busuanga, Palawan",legislative,city,elected,PALAWAN,BUSUANGA,o3725
o3715,councilor-of-el-nido-palawan-o3715,"Councilor of El Nido, Palawan",legislative,city,elected,PALAWAN,EL NIDO,o3725
o3716,councilor-of-taytay-palawan-o3716,"Councilor of Taytay, Palawan",legislative,city,elected,PALAWAN,TAYTAY,o3725
o3717,councilor-of-cagayancillo-palawan-o3717,"Councilor of Cagayancillo, Palawan",legislative,city,elected,PALAWAN,CAGAYANCILLO,o3725
o3718,councilor-of-kalayaan-palawan-o3718,"Councilor of Kalayaan, Palawan",legislative,city,elected,PALAWAN,KALAYAAN,o3725
o3719,councilor-of-roxas-palawan-o3719,"Councilor of Roxas, Palawan",legislative,city,elected,PALAWAN,ROXAS,o3725
o3720,councilor-of-agutaya-palawan-o3720,"Councilor of Agutaya, Palawan",legislative,city,elected,PALAWAN,AGUTAYA,o3725
o3721,councilor-of-dumaran-palawan-o3721,"Councilor of Dumaran, Palawan",legislative,city,elected,PALAWAN,DUMARAN,o3725
o3722,councilor-of-aborlan-palawan-o3722,"Councilor of Aborlan, Palawan",legislative,city,elected,PALAWAN,ABORLAN,o3725
o3723,councilor-of-coron-palawan-o3723,"Councilor of Coron, Palawan",legislative,city,elected,PALAWAN,CORON,o3725
o3724,councilor-of-magsaysay-palawan-o3724,"Councilor of Magsaysay, Palawan",legislative,city,elected,PALAWAN,MAGSAYSAY,o3725
o3725,governor-of-palawan-o3725,Governor of Palawan,executive,provincial,elected,PALAWAN,,
o3726,mayor-of-aborlan-palawan-o3726,"Mayor of Aborlan, Palawan",executive,city,elected,PALAWAN,ABORLAN,o3725
o3727,mayor-of-balabac-palawan-o3727,"Mayor of Balabac, Palawan",executive,city,elected,PALAWAN,BALABAC,o3725
o3728,mayor-of-dumaran-palawan-o3728,"Mayor of Dumaran, Palawan",executive,city,elected,PALAWAN,DUMARAN,o3725
o3729,mayor-of-quezon-palawan-o3729,"Mayor of Quezon, Palawan",executive,city,elected,PALAWAN,QUEZON,o3725
o3730,mayor-of-brookes-point-palawan-o3730,"Mayor of Brookes Point, Palawan",executive,city,elected,PALAWAN,BROOKES POINT,o3725
o3731,mayor-of-cagayancillo-palawan-o3731,"Mayor of Cagayancillo, Palawan",executive,city,elected,PALAWAN,CAGAYANCILLO,o3725
o3732,mayor-of-sofronio-espanola-palawan-o3732,"Mayor of Sofronio Espanola, Palawan",executive,city,elected,PALAWAN,SOFRONIO ESPANOLA,o3725
o3733,mayor-of-busuanga-palawan-o3733,"Mayor of Busuanga, Palawan",executive,city,elected,PALAWAN,BUSUANGA,o3725
o3734,mayor-of-rizal-palawan-o3734,"Mayor of Rizal, Palawan",executive,city,elected,PALAWAN,RIZAL,o3725
o3735,mayor-of-magsaysay-palawan-o3735,"Mayor of Magsaysay, Palawan",executive,city,elected,PALAWAN,MAGSAYSAY,o3725
o3736,mayor-of-narra-palawan-o3736,"Mayor of Narra, Palawan",executive,city,elected,PALAWAN,NARRA,o3725
o3737,mayor-of-coron-palawan-o3737,"Mayor of Coron, Palawan",executive,city,elected,PALAWAN,CORON,o3725
o3738,mayor-of-linapacan-palawan-o3738,"Mayor of Linapacan, Palawan",executive,city,elected,PALAWAN,LINAPACAN,o3725
o3739,mayor-of-san-vicente-palawan-o3739,"Mayor of San Vicente, Palawan",executive,city,elected,PALAWAN,SAN VICENTE,o3725
o3740,mayor-of-puerto-princesa-palawan-o3740,"Mayor of Puerto Princesa, Palawan",executive,city,elected,PALAWAN,PUERTO PRINCESA,o3725
o3741,mayor-of-el-nido-palawan-o3741,"Mayor of El Nido, Palawan",executive,city,elected,PALAWAN,EL NIDO,o3725
o3742,mayor-of-kalayaan-palawan-o3742,"Mayor of Kalayaan, Palawan",executive,city,elected,PALAWAN,KALAYAAN,o3725
o3743,mayor-of-culion-palawan-o3743,"Mayor of Culion, Palawan",executive,city,elected,PALAWAN,CULION,o3725
o3744,mayor-of-cuyo-palawan-o3744,"Mayor of Cuyo, Palawan",executive,city,elected,PALAWAN,CUYO,o3725
o3745,mayor-of-araceli-palawan-o3745,"Mayor of Araceli, Palawan",executive,city,elected,PALAWAN,ARACELI,o3725
o3746,mayor-of-bataraza-palawan-o3746,"Mayor of Bataraza, Palawan",executive,city,elected,PALAWAN,BATARAZA,o3725
o3747,mayor-of-taytay-palawan-o3747,"Mayor of Taytay, Palawan",executive,city,elected,PALAWAN,TAYTAY,o3725
o3748,mayor-of-roxas-palawan-o3748,"Mayor of Roxas, Palawan",executive,city,elected,PALAWAN,ROXAS,o3725
o3749,mayor-of-agutaya-palawan-o3749,"Mayor of Agutaya, Palawan",executive,city,elected,PALAWAN,AGUTAYA,o3725
o3750,representative-palawan-o3750,"Representative, , Palawan",legislative,national,elected,PALAWAN,,
o3751,provincial-board-member-of-palawan-o3751,Provincial Board Member of Palawan,legislative,provincial,elected,PALAWAN,,
o3752,vice-governor-of-palawan-o3752,Vice Governor of Palawan,executive,provincial,elected,PALAWAN,,
o3753,vice-mayor-of-balabac-palawan-o3753,"Vice Mayor of Balabac, Palawan",executive,city,elected,PALAWAN,BALABAC,o3725
o3754,vice-mayor-of-taytay-palawan-o3754,"Vice Mayor of Taytay, Palawan",executive,city,elected,PALAWAN,TAYTAY,o3725
o3755,vice-mayor-of-magsaysay-palawan-o3755,"Vice Mayor of Magsaysay, Palawan",executive,city,elected,PALAWAN,MAGSAYSAY,o3725
o3756,vice-mayor-of-sofronio-espanola-palawan-o3756,"Vice Mayor of Sofronio Espanola, Palawan",executive,city,elected,PALAWAN,SOFRONIO ESPANOLA,o3725
o3757,vice-mayor-of-narra-palawan-o3757,"Vice Mayor of Narra, Palawan",executive,city,elected,PALAWAN,NARRA,o3725
o3758,vice-mayor-of-roxas-palawan-o3758,"Vice Mayor of Roxas, Palawan",executive,city,elected,PALAWAN,ROXAS,o3725
o3759,vice-mayor-of-rizal-palawan-o3759,"Vice Mayor of Rizal, Palawan",executive,city,elected,PALAWAN,RIZAL,o3725
o3760,vice-mayor-of-puerto-princesa-palawan-o3760,"Vice Mayor of Puerto Princesa, Palawan",executive,city,elected,PALAWAN,PUERTO PRINCESA,o3725
o3761,vice-mayor-of-dumaran-palawan-o3761,"Vice Mayor of Dumaran, Palawan",executive,city,elected,PALAWAN,DUMARAN,o3725
o3762,vice-mayor-of-brookes-point-palawan-o3762,"Vice Mayor of Brookes Point, Palawan",executive,city,elected,PALAWAN,BROOKES POINT,o3725
o3763,vice-mayor-of-aborlan-palawan-o3763,"Vice Mayor of Aborlan, Palawan",executive,city,elected,PALAWAN,ABORLAN,o3725
o3764,vice-mayor-of-el-nido-palawan-o3764,"Vice Mayor of El Nido, Palawan",executive,city,elected,PALAWAN,EL NIDO,o3725
o3765,vice-mayor-of-agutaya-palawan-o3765,"Vice Mayor of Agutaya, Palawan",executive,city,elected,PALAWAN,AGUTAYA,o3725
o3766,vice-mayor-of-linapacan-palawan-o3766,"Vice Mayor of Linapacan, Palawan",executive,city,elected,PALAWAN,LINAPACAN,o3725
o3767,vice-mayor-of-cagayancillo-palawan-o3767,"Vice Mayor of Cagayancillo, Palawan",executive,city,elected,PALAWAN,CAGAYANCILLO,o3725
o3768,vice-mayor-of-busuanga-palawan-o3768,"Vice Mayor of Busuanga, Palawan",executive,city,elected,PALAWAN,BUSUANGA,o3725
o3769,vice-mayor-of-san-vicente-palawan-o3769,"Vice Mayor of San Vicente, Palawan",executive,city,elected,PALAWAN,SAN VICENTE,o3725
o3770,vice-mayor-of-quezon-palawan-o3770,"Vice Mayor of Quezon, Palawan",executive,city,elected,PALAWAN,QUEZON,o3725
o3771,vice-mayor-of-culion-palawan-o3771,"Vice Mayor of Culion, Palawan",executive,city,elected,PALAWAN,CULION,o3725
o3772,vice-mayor-of-araceli-palawan-o3772,"Vice Mayor of Araceli, Palawan",executive,city,elected,PALAWAN,ARACELI,o3725
o3773,vice-mayor-of-coron-palawan-o3773,"Vice Mayor of Coron, Palawan",executive,city,elected,PALAWAN,CORON,o3725
o3774,vice-mayor-of-kalayaan-palawan-o3774,"Vice Mayor of Kalayaan, Palawan",executive,city,elected,PALAWAN,KALAYAAN,o3725
o3775,vice-mayor-of-bataraza-palawan-o3775,"Vice Mayor of Bataraza, Palawan",executive,city,elected,PALAWAN,BATARAZA,o3725
o3776,vice-mayor-of-cuyo-palawan-o3776,"Vice Mayor of Cuyo, Palawan",executive,city,elected,PALAWAN,CUYO,o3725
